Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MonthlyIncome,MonthlyRate,PercentSalaryHike,PerformanceRating,WorkLifeBalance,YearsAtCompany
58,No,Travel_Frequently,Research & Development,15,Master,Life Sciences,1837,Low,Male,High,Senior,Research Director,High,15787,21624,14,Normal,Better,2
18,No,Non-Travel,Research & Development,14,Bachelor,Medical,1839,Medium,Female,High,Entry,Research Scientist,High,1514,8018,16,Normal,Bad,0
31,Yes,Travel_Rarely,Human Resources,18,Doctor,Human Resources,1842,Very High,Male,Very High,Entry,Human Resources,Low,2956,21495,17,Normal,Better,1
29,Yes,Travel_Rarely,Human Resources,13,Bachelor,Human Resources,1844,Low,Male,Medium,Entry,Human Resources,Low,2335,3157,15,Normal,Better,2
45,No,Non-Travel,Sales,2,Master,Life Sciences,1845,High,Female,High,Junior,Sales Executive,High,5154,19665,22,Excellent,Best,8
36,No,Travel_Rarely,Research & Development,2,Master,Other,1847,Very High,Female,High,Junior,Research Scientist,Medium,6962,19573,22,Excellent,Better,1
43,No,Travel_Frequently,Sales,2,Master,Life Sciences,1849,Low,Male,High,Junior,Sales Executive,Very High,5675,19246,20,Excellent,Better,7
27,No,Travel_Frequently,Research & Development,5,College,Life Sciences,1850,Very High,Female,High,Entry,Laboratory Technician,Very High,2379,19826,14,Normal,Good,5
29,No,Travel_Frequently,Research & Development,20,Below College,Medical,1852,Very High,Male,High,Entry,Laboratory Technician,Very High,3812,7003,13,Normal,Best,11
32,No,Travel_Frequently,Sales,10,Master,Marketing,1853,Very High,Male,High,Junior,Sales Executive,Very High,4648,26075,13,Normal,Best,0
42,No,Non-Travel,Research & Development,10,Master,Technical Degree,1854,High,Male,High,Entry,Research Scientist,High,2936,6161,22,Excellent,Good,6
47,No,Travel_Rarely,Research & Development,9,Master,Life Sciences,1856,Medium,Female,High,Entry,Laboratory Technician,High,2105,5411,12,Normal,Better,2
46,No,Travel_Rarely,Research & Development,2,College,Life Sciences,1857,Very High,Male,High,Mid,Manufacturing Director,Very High,8578,19989,14,Normal,Good,9
28,No,Non-Travel,Human Resources,1,College,Life Sciences,1858,High,Male,High,Entry,Human Resources,Very High,2706,10494,15,Normal,Better,3
29,No,Travel_Rarely,Research & Development,29,Below College,Life Sciences,1859,Very High,Male,Low,Junior,Healthcare Representative,High,6384,21143,17,Normal,Better,7
42,No,Travel_Rarely,Research & Development,8,Bachelor,Life Sciences,1860,Very High,Male,High,Entry,Laboratory Technician,High,3968,13624,13,Normal,Better,0
32,Yes,Travel_Rarely,Sales,2,Master,Marketing,1862,High,Male,Medium,Junior,Sales Executive,Medium,9907,26186,12,Normal,Good,2
46,No,Travel_Rarely,Sales,3,Bachelor,Technical Degree,1863,Low,Female,Very High,Senior,Sales Executive,Low,13225,7739,12,Normal,Better,19
27,No,Travel_Rarely,Sales,23,Below College,Medical,1864,Medium,Female,Medium,Junior,Sales Representative,High,3540,7018,21,Excellent,Better,9
29,No,Travel_Rarely,Human Resources,6,Below College,Medical,1865,Very High,Male,Medium,Entry,Human Resources,Medium,2804,15434,11,Normal,Better,1
43,No,Travel_Rarely,Research & Development,6,Bachelor,Medical,1866,Low,Female,Medium,Executive,Manager,High,19392,22539,13,Normal,Better,16
48,No,Travel_Rarely,Research & Development,10,Bachelor,Life Sciences,1867,Very High,Male,Medium,Executive,Research Director,Medium,19665,13583,12,Normal,Better,22
29,Yes,Travel_Frequently,Research & Development,24,College,Life Sciences,1868,Very High,Male,Medium,Entry,Research Scientist,Very High,2439,14753,24,Excellent,Good,1
46,Yes,Travel_Rarely,Sales,10,Bachelor,Life Sciences,1869,High,Female,High,Mid,Sales Executive,Medium,7314,14011,21,Excellent,Better,8
27,No,Travel_Frequently,Research & Development,15,Bachelor,Life Sciences,1870,Very High,Female,Medium,Entry,Research Scientist,Low,4774,23844,19,Normal,Good,7
39,No,Travel_Rarely,Research & Development,19,Master,Other,1871,Very High,Male,High,Junior,Research Scientist,Very High,3902,5141,14,Normal,Better,2
55,No,Travel_Rarely,Research & Development,2,Master,Technical Degree,1873,Medium,Male,Medium,Entry,Research Scientist,Very High,2662,7975,20,Excellent,Best,5
28,No,Travel_Rarely,Sales,3,Bachelor,Medical,1875,Medium,Female,High,Entry,Sales Representative,Medium,2856,3692,19,Normal,Better,1
30,Yes,Travel_Rarely,Sales,9,Bachelor,Medical,1876,Medium,Male,High,Entry,Sales Representative,Very High,1081,16019,13,Normal,Good,1
22,Yes,Travel_Rarely,Research & Development,7,Below College,Life Sciences,1878,Very High,Male,High,Entry,Research Scientist,Medium,2472,26092,23,Excellent,Better,1
36,No,Travel_Rarely,Sales,10,Master,Technical Degree,1880,Medium,Female,Medium,Junior,Sales Executive,High,5673,6060,13,Normal,Better,10
31,No,Travel_Rarely,Research & Development,20,Bachelor,Life Sciences,1881,Medium,Male,High,Junior,Laboratory Technician,High,4197,18624,11,Normal,Better,10
34,No,Travel_Rarely,Sales,4,Bachelor,Life Sciences,1882,High,Male,High,Mid,Sales Executive,Very High,9713,24444,13,Normal,Better,5
29,No,Travel_Rarely,Research & Development,7,Bachelor,Life Sciences,1883,Very High,Male,High,Entry,Laboratory Technician,Low,2062,19384,14,Normal,Better,3
37,No,Travel_Rarely,Research & Development,7,Master,Medical,1885,Very High,Male,High,Junior,Research Scientist,Low,4284,13588,22,Excellent,Better,5
35,No,Travel_Rarely,Research & Development,16,College,Other,1886,Very High,Female,Medium,Junior,Manufacturing Director,Medium,4788,25388,11,Normal,Better,3
45,No,Travel_Rarely,Research & Development,25,College,Life Sciences,1888,Medium,Female,Medium,Junior,Manufacturing Director,Very High,5906,23888,13,Normal,Good,9
36,No,Travel_Frequently,Human Resources,2,Below College,Human Resources,1890,Medium,Male,Medium,Junior,Human Resources,Very High,3886,4223,21,Excellent,Good,10
40,No,Travel_Rarely,Research & Development,1,Master,Life Sciences,1892,Low,Male,High,Senior,Manager,Low,16823,18991,11,Normal,Better,19
26,No,Travel_Rarely,Research & Development,1,College,Life Sciences,1893,Medium,Female,Medium,Entry,Research Scientist,High,2933,14908,13,Normal,Good,1
27,No,Travel_Rarely,Sales,2,College,Medical,1898,Low,Female,Very High,Junior,Sales Executive,High,6500,26997,14,Normal,Good,8
48,No,Travel_Frequently,Research & Development,22,Bachelor,Medical,1900,Very High,Female,High,Senior,Manager,Very High,17174,2437,11,Normal,Better,22
44,No,Travel_Rarely,Research & Development,1,Master,Life Sciences,1903,Medium,Male,Very High,Junior,Healthcare Representative,Low,5033,9364,15,Normal,Better,2
34,Yes,Non-Travel,Research & Development,16,Master,Technical Degree,1905,Very High,Male,Low,Entry,Research Scientist,Low,2307,14460,23,Excellent,Better,5
56,Yes,Travel_Rarely,Research & Development,24,College,Life Sciences,1907,Low,Male,High,Entry,Laboratory Technician,Very High,2587,10261,16,Normal,Better,4
36,No,Travel_Rarely,Sales,17,College,Marketing,1908,High,Male,Medium,Junior,Sales Executive,Medium,5507,16822,16,Normal,Bad,4
41,No,Travel_Rarely,Sales,8,Bachelor,Marketing,1909,High,Female,High,Junior,Sales Executive,Medium,4393,26841,21,Excellent,Better,5
42,No,Travel_Rarely,Research & Development,6,Bachelor,Medical,1911,High,Male,High,Mid,Research Director,Low,13348,14842,13,Normal,Best,13
31,No,Travel_Rarely,Sales,10,College,Medical,1912,High,Female,High,Junior,Sales Executive,Very High,6583,20115,11,Normal,Better,5
34,No,Travel_Rarely,Sales,3,Below College,Medical,1915,Very High,Female,Medium,Junior,Sales Executive,Very High,8103,16495,12,Normal,Good,4
31,No,Travel_Rarely,Research & Development,4,Bachelor,Medical,1916,Low,Female,Very High,Entry,Laboratory Technician,High,3978,16031,12,Normal,Good,2
26,No,Travel_Frequently,Research & Development,6,Bachelor,Other,1918,High,Male,Very High,Entry,Laboratory Technician,Very High,2544,7102,18,Normal,Better,7
45,No,Travel_Frequently,Research & Development,1,Master,Medical,1922,Medium,Male,High,Junior,Healthcare Representative,High,5399,14511,12,Normal,Better,4
33,No,Travel_Rarely,Sales,10,Master,Marketing,1924,Medium,Male,High,Junior,Sales Executive,High,5487,10410,14,Normal,Good,10
28,No,Travel_Frequently,Sales,1,College,Life Sciences,1927,High,Male,Medium,Junior,Sales Executive,Very High,6834,19255,12,Normal,Better,7
29,Yes,Travel_Frequently,Sales,24,Bachelor,Technical Degree,1928,High,Male,Very High,Entry,Sales Representative,Low,1091,10642,17,Normal,Better,1
39,No,Non-Travel,Sales,21,Master,Life Sciences,1929,Low,Female,Low,Junior,Sales Executive,High,5736,3987,19,Normal,Better,3
27,No,Travel_Rarely,Research & Development,2,Master,Technical Degree,1931,Medium,Male,High,Entry,Research Scientist,Medium,2226,6073,11,Normal,Good,5
34,No,Travel_Frequently,Research & Development,22,Master,Other,1932,High,Male,Medium,Junior,Research Scientist,Very High,5747,26496,15,Normal,Better,15
28,Yes,Travel_Rarely,Sales,13,College,Marketing,1933,Very High,Female,High,Junior,Sales Executive,High,9854,23352,11,Normal,Better,2
47,No,Non-Travel,Research & Development,14,Master,Technical Degree,1934,High,Male,High,Junior,Research Scientist,Medium,5467,2125,18,Normal,Best,8
56,No,Travel_Rarely,Sales,11,Doctor,Marketing,1935,Very High,Female,Medium,Junior,Sales Executive,Low,5380,20328,16,Normal,Better,0
39,No,Travel_Rarely,Research & Development,9,College,Medical,1936,Low,Male,High,Junior,Manufacturing Director,Low,5151,12315,25,Excellent,Better,10
38,No,Travel_Frequently,Research & Development,8,Bachelor,Medical,1937,Very High,Female,Medium,Junior,Research Scientist,Medium,2133,18115,16,Normal,Better,20
58,No,Travel_Rarely,Sales,21,Bachelor,Life Sciences,1938,Very High,Female,High,Senior,Manager,Very High,17875,11761,13,Normal,Good,1
32,Yes,Travel_Frequently,Research & Development,5,College,Life Sciences,1939,Low,Female,Very High,Entry,Research Scientist,High,2432,15318,14,Normal,Better,4
38,No,Travel_Rarely,Research & Development,9,College,Life Sciences,1940,Medium,Male,High,Entry,Research Scientist,Very High,4771,14293,19,Normal,Best,5
49,No,Travel_Frequently,Research & Development,2,Below College,Life Sciences,1941,Medium,Male,High,Executive,Research Director,Very High,19161,13738,15,Normal,Better,5
42,No,Travel_Rarely,Sales,12,Master,Marketing,1943,Medium,Male,High,Junior,Sales Executive,Very High,5087,2900,12,Normal,Better,0
27,Yes,Travel_Frequently,Human Resources,22,Bachelor,Human Resources,1944,Low,Female,Medium,Entry,Human Resources,Medium,2863,19555,12,Normal,Better,1
35,No,Travel_Rarely,Sales,18,Master,Medical,1945,Medium,Male,High,Junior,Sales Executive,Low,5561,15975,16,Normal,Bad,5
28,No,Non-Travel,Research & Development,16,Bachelor,Medical,1947,High,Male,High,Entry,Research Scientist,High,2144,2122,14,Normal,Good,5
31,No,Non-Travel,Research & Development,3,College,Medical,1948,High,Male,High,Entry,Research Scientist,Low,3065,3995,13,Normal,Best,4
36,No,Non-Travel,Research & Development,9,Master,Life Sciences,1949,Low,Male,Very High,Entry,Laboratory Technician,Medium,2810,9238,22,Excellent,Better,5
34,No,Travel_Rarely,Sales,1,Bachelor,Marketing,1950,Low,Male,High,Mid,Sales Executive,Very High,9888,6770,21,Excellent,Good,14
34,No,Travel_Rarely,Sales,13,Master,Medical,1951,Very High,Male,High,Mid,Sales Executive,High,8628,22914,18,Normal,Good,8
26,No,Travel_Rarely,Research & Development,1,Bachelor,Medical,1952,High,Male,High,Entry,Laboratory Technician,Low,2867,20006,13,Normal,Good,7
29,No,Travel_Rarely,Research & Development,1,Bachelor,Life Sciences,1954,Low,Male,High,Junior,Healthcare Representative,Low,5373,6225,12,Normal,Good,5
32,No,Non-Travel,Research & Development,15,Master,Medical,1955,High,Female,High,Junior,Healthcare Representative,Very High,6667,16542,18,Normal,Better,5
31,No,Travel_Frequently,Research & Development,1,Bachelor,Life Sciences,1956,Very High,Male,Low,Junior,Research Scientist,Low,5003,5771,21,Excellent,Better,10
28,Yes,Travel_Rarely,Research & Development,17,Bachelor,Technical Degree,1960,High,Male,Medium,Entry,Laboratory Technician,Very High,2367,18779,12,Normal,Good,4
38,No,Travel_Rarely,Sales,1,Bachelor,Life Sciences,1961,Low,Male,Medium,Entry,Sales Representative,Low,2858,11473,14,Normal,Good,1
35,No,Travel_Rarely,Sales,7,Master,Life Sciences,1962,High,Female,High,Junior,Sales Executive,Very High,5204,13586,11,Normal,Better,10
27,No,Travel_Rarely,Sales,9,Bachelor,Marketing,1965,Very High,Male,High,Junior,Sales Executive,Very High,4105,5099,14,Normal,Better,7
32,No,Travel_Rarely,Research & Development,5,Master,Life Sciences,1966,Very High,Male,Medium,Junior,Manufacturing Director,Very High,9679,10138,24,Excellent,Better,1
31,Yes,Travel_Frequently,Sales,26,Master,Marketing,1967,Low,Male,High,Junior,Sales Executive,Very High,5617,21075,11,Normal,Better,10
53,Yes,Travel_Rarely,Sales,24,Master,Life Sciences,1968,Low,Male,High,Mid,Sales Executive,Low,10448,5843,13,Normal,Good,2
54,No,Travel_Rarely,Research & Development,9,College,Life Sciences,1969,Low,Female,High,Junior,Research Scientist,High,2897,22474,11,Normal,Good,4
33,No,Travel_Frequently,Research & Development,7,College,Life Sciences,1970,Very High,Male,High,Junior,Healthcare Representative,High,5968,18079,20,Excellent,Better,9
43,No,Travel_Rarely,Research & Development,11,Bachelor,Life Sciences,1971,Low,Male,High,Mid,Healthcare Representative,High,7510,16873,17,Normal,Better,10
38,No,Travel_Frequently,Human Resources,1,Master,Other,1972,Very High,Male,High,Entry,Human Resources,Medium,2991,5224,11,Normal,Better,6
55,No,Travel_Rarely,Human Resources,26,Master,Human Resources,1973,High,Male,Very High,Executive,Manager,Medium,19636,25811,18,Normal,Better,10
31,No,Travel_Rarely,Research & Development,2,Below College,Medical,1974,Very High,Female,Low,Entry,Laboratory Technician,Very High,1129,17536,11,Normal,Better,1
39,No,Travel_Rarely,Sales,15,Master,Marketing,1975,Medium,Male,High,Senior,Sales Executive,Low,13341,25098,12,Normal,Better,20
42,No,Non-Travel,Research & Development,23,College,Life Sciences,1976,Very High,Male,Medium,Junior,Research Scientist,High,4332,14811,12,Normal,Better,20
31,No,Non-Travel,Research & Development,10,Bachelor,Medical,1979,High,Female,High,Mid,Research Director,High,11031,26862,20,Excellent,Best,11
54,No,Travel_Rarely,Research & Development,10,Bachelor,Medical,1980,High,Female,High,Junior,Manufacturing Director,Low,4440,25198,19,Normal,Better,5
24,No,Travel_Rarely,Research & Development,1,College,Life Sciences,1981,Medium,Male,Medium,Junior,Healthcare Representative,High,4617,14120,12,Normal,Good,4
23,No,Travel_Rarely,Research & Development,12,College,Other,1982,Very High,Male,High,Entry,Laboratory Technician,Very High,2647,13672,13,Normal,Best,5
40,No,Travel_Frequently,Research & Development,11,Bachelor,Technical Degree,1985,Very High,Female,High,Junior,Laboratory Technician,High,6323,26849,11,Normal,Best,10
40,No,Travel_Rarely,Sales,2,College,Marketing,1986,Medium,Female,High,Junior,Sales Executive,Medium,5677,4258,14,Normal,Better,11
25,No,Travel_Rarely,Human Resources,2,Bachelor,Human Resources,1987,High,Female,High,Entry,Human Resources,Medium,2187,19655,14,Normal,Better,2
30,No,Travel_Rarely,Research & Development,1,College,Medical,1989,Very High,Male,High,Entry,Laboratory Technician,Medium,3748,4077,13,Normal,Good,12
25,No,Travel_Rarely,Research & Development,2,Below College,Other,1992,Very High,Male,High,Entry,Laboratory Technician,High,3977,7298,19,Normal,Good,2
47,No,Travel_Rarely,Research & Development,25,Bachelor,Medical,1993,Low,Male,High,Mid,Healthcare Representative,High,8633,13084,23,Excellent,Better,17
33,No,Non-Travel,Research & Development,1,College,Medical,1994,Medium,Male,Medium,Entry,Laboratory Technician,High,2008,20439,12,Normal,Good,1
38,No,Travel_Rarely,Sales,1,Master,Life Sciences,1995,Very High,Male,High,Junior,Sales Executive,Medium,4440,7636,15,Normal,Better,15
31,No,Travel_Rarely,Sales,2,College,Life Sciences,1996,Low,Male,High,Entry,Sales Representative,High,3067,6393,19,Normal,Better,2
38,No,Travel_Frequently,Research & Development,6,Master,Life Sciences,1997,Low,Male,Medium,Junior,Manufacturing Director,High,5321,14284,11,Normal,Better,8
42,No,Travel_Rarely,Research & Development,18,Master,Life Sciences,1998,Very High,Male,High,Junior,Research Scientist,Low,5410,11189,17,Normal,Good,4
41,No,Travel_Rarely,Research & Development,1,Bachelor,Life Sciences,1999,Very High,Male,High,Entry,Research Scientist,Very High,2782,21412,22,Excellent,Better,5
47,No,Non-Travel,Research & Development,1,Below College,Medical,2000,High,Female,High,Mid,Research Director,Medium,11957,17231,18,Normal,Bad,13
35,No,Travel_Rarely,Research & Development,11,Master,Medical,2003,Very High,Male,High,Entry,Laboratory Technician,High,2660,20232,11,Normal,Better,2
22,No,Travel_Rarely,Research & Development,1,College,Life Sciences,2007,Very High,Male,High,Entry,Research Scientist,High,3375,17624,12,Normal,Best,3
35,No,Travel_Rarely,Research & Development,9,Master,Medical,2008,Medium,Male,High,Junior,Research Scientist,High,5098,18698,19,Normal,Better,10
33,No,Travel_Rarely,Research & Development,15,College,Medical,2009,Medium,Female,High,Junior,Healthcare Representative,Very High,4878,21653,13,Normal,Better,9
32,No,Travel_Rarely,Research & Development,29,Master,Life Sciences,2010,High,Female,Medium,Entry,Laboratory Technician,Medium,2837,15919,13,Normal,Better,6
40,No,Travel_Rarely,Research & Development,1,Master,Life Sciences,2012,Low,Male,High,Entry,Laboratory Technician,Very High,2406,4060,19,Normal,Good,1
32,No,Travel_Rarely,Sales,1,Master,Medical,2013,Medium,Male,Medium,Entry,Sales Representative,Medium,2269,18024,14,Normal,Better,2
39,No,Travel_Rarely,Research & Development,24,Below College,Life Sciences,2014,Low,Male,High,Junior,Research Scientist,Very High,4108,5340,13,Normal,Better,7
